source_id,source_name,source_category,role,target_id,target_name,target_category,is_inverse
cp-jetson-agx-xavier,Jetson AGX Xavier (legacy),计算平台,series-member,cp-jetson-orin-nx,Jetson Orin NX (16GB / 8GB),计算平台,0
cp-jetson-agx-xavier,Jetson AGX Xavier (legacy),计算平台,series-member,cp1,Jetson AGX Orin (64GB / 32GB),计算平台,0
cp-hailo-8,Hailo-8,计算平台,series-member,cp-hailo-10h,Hailo-10H,计算平台,0
cp-hailo-10h,Hailo-10H,计算平台,series-member,cp-hailo-8,Hailo-8,计算平台,0
cp-coral-dev-board,Coral Dev Board,计算平台,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
cp-apple-mac-mini-m4,Mac mini (M4 / M4 Pro),计算平台,related,teleop-apple-vision-pro,Apple Vision Pro,数采 & 遥操,0
flagship-robotera-l7,L7,整机平台,manufacturer,ind-robot-era,Robot Era (星动纪元),产业,0
flagship-robotera-l7,L7,整机平台,series-member,f105,ROBOTERA L2,整机平台,0
flagship-xpeng-iron-nextgen,Next-Gen IRON,整机平台,manufacturer,ind-xpeng-robotics,XPENG Robotics (Iron),产业,0
flagship-xpeng-iron-nextgen,Next-Gen IRON,整机平台,series-member,f128,IRON,整机平台,0
flagship-galbot-g1,Galbot G1,整机平台,manufacturer,ind-galbot,Galbot (银河通用),产业,0
flagship-galbot-g1,Galbot G1,整机平台,competitor,f110,GALBOT,整机平台,0
flagship-galbot-g1,Galbot G1,整机平台,competitor,f111,GALBOT S1,整机平台,0
sw1,OpenVLA,基础模型,trained-on,sw7,Open X-Embodiment,数据集,0
sw1,OpenVLA,基础模型,deployed-at,f1,Memo,整机平台,0
sw2,RT-X,基础模型,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw2,RT-X,基础模型,competitor,sw-genie-2,Genie 2,基础模型,0
sw2,RT-X,基础模型,competitor,sw-genie-3,Genie 3,基础模型,0
sw2,RT-X,基础模型,competitor,sw-robocat,RoboCat,基础模型,0
sw2,RT-X,基础模型,series-member,sw-rt2,RT-2,基础模型,0
sw2,RT-X,基础模型,competitor,sw-sara-rt,SARA-RT,基础模型,0
sw2,RT-X,基础模型,trained-on,sw7,Open X-Embodiment,数据集,0
sw3,Isaac Lab,算法框架,manufacturer,ind1,NVIDIA Robotics,产业,0
sw3,Isaac Lab,算法框架,tech-base,sw5,Isaac Sim,仿真平台,0
sw3,Isaac Lab,算法框架,related,sw-eureka,Eureka,评测基准,0
sw3,Isaac Lab,算法框架,related,cp1,Jetson AGX Orin (64GB / 32GB),计算平台,0
sw4,RoboMimic,算法框架,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw4,RoboMimic,算法框架,related,d2,GELLO Arm,数采 & 遥操,0
sw5,Isaac Sim,仿真平台,manufacturer,ind1,NVIDIA Robotics,产业,0
sw5,Isaac Sim,仿真平台,tech-base,sw3,Isaac Lab,算法框架,0
sw5,Isaac Sim,仿真平台,competitor,sw-cosmos-transfer,Cosmos Transfer,仿真平台,0
sw5,Isaac Sim,仿真平台,related,f2,Oli,整机平台,0
sw6,MuJoCo,仿真平台,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw6,MuJoCo,仿真平台,tech-base,sw-mjpc,MuJoCo MPC (MJPC),算法框架,0
sw6,MuJoCo,仿真平台,tech-base,sw-robosuite,robosuite,算法框架,0
sw6,MuJoCo,仿真平台,related,sw-libero,LIBERO,评测基准,0
sw6,MuJoCo,仿真平台,related,sw-meta-world,Meta-World,评测基准,0
sw6,MuJoCo,仿真平台,related,sw-robocasa,RoboCasa,评测基准,0
sw7,Open X-Embodiment,数据集,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw7,Open X-Embodiment,数据集,trained-on,sw-cogact,CogACT,基础模型,1
sw7,Open X-Embodiment,数据集,trained-on,sw-octo,Octo,基础模型,1
sw7,Open X-Embodiment,数据集,trained-on,sw1,OpenVLA,基础模型,1
sw7,Open X-Embodiment,数据集,trained-on,sw2,RT-X,基础模型,1
sw7,Open X-Embodiment,数据集,related,sw-robovqa,RoboVQA,数据集,0
sw7,Open X-Embodiment,数据集,related,f2,Oli,整机平台,0
sw-ocs2,OCS2,控制算法,affiliated-with,lab-eth-rsl,ETH Zurich Robotic Systems Lab (RSL),实验室,0
sw-centroidal-dynamics,Centroidal Dynamics,控制算法,affiliated-with,lab-kaist-hubo,KAIST HUBO Lab,实验室,0
sw-wbc-sentis,Whole-Body Control (Operational-Space),控制算法,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-diffusion-policy,Diffusion Policy,控制算法,manufacturer,ind-tri,Toyota Research Institute (TRI),产业,0
sw-diffusion-policy,Diffusion Policy,控制算法,affiliated-with,lab-mit-csail,MIT CSAIL,实验室,0
sw-act,ACT (Action Chunking with Transformers),控制算法,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
sw-act,ACT (Action Chunking with Transformers),控制算法,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-openai-dexterous,Dexterous In-Hand Manipulation (RL/PPO + Domain Randomization),控制算法,related,stg-vc-openai-corp,OpenAI,资本,0
sw-openai-dexterous,Dexterous In-Hand Manipulation (RL/PPO + Domain Randomization),控制算法,related,stg-vc-openai-startup-fund,OpenAI Startup Fund,资本,0
sw-openai-dexterous,Dexterous In-Hand Manipulation (RL/PPO + Domain Randomization),控制算法,related,e2,Shadow Dexterous Hand (E3M5R),灵巧手 & 夹爪,0
sw-openai-dexterous,Dexterous In-Hand Manipulation (RL/PPO + Domain Randomization),控制算法,related,h29,DEXTEROUS HAND,灵巧手 & 夹爪,0
sw-anymal-rl,ANYmal RL Locomotion Controller,控制算法,affiliated-with,lab-eth-rsl,ETH Zurich Robotic Systems Lab (RSL),实验室,0
sw-sac-minitaur,SAC for Legged Locomotion,控制算法,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
sw-pybullet,PyBullet (Bullet),仿真平台,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-pybullet,PyBullet (Bullet),仿真平台,related,sw-calvin,CALVIN,评测基准,0
sw-pybullet,PyBullet (Bullet),仿真平台,related,sw-gensim,GenSim,评测基准,0
sw-sapien,SAPIEN,仿真平台,related,sw-maniskill2,ManiSkill2,评测基准,0
sw-sapien,SAPIEN,仿真平台,related,sw-maniskill3,ManiSkill3,评测基准,0
sw-sapien,SAPIEN,仿真平台,related,sw-simplerenv,SimplerEnv (SIMPLER),评测基准,0
sw-genesis,Genesis,仿真平台,affiliated-with,lab-mit-csail,MIT CSAIL,实验室,0
sw-genesis,Genesis,仿真平台,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-newton,Newton,仿真平台,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-newton,Newton,仿真平台,manufacturer,ind1,NVIDIA Robotics,产业,0
sw-coppeliasim,CoppeliaSim,仿真平台,related,sw-rlbench,RLBench,评测基准,0
sw-drake,Drake,仿真平台,manufacturer,ind-tri,Toyota Research Institute (TRI),产业,0
sw-drake,Drake,仿真平台,affiliated-with,lab-mit-csail,MIT CSAIL,实验室,0
sw-droid,DROID,数据集,manufacturer,ind-tri,Toyota Research Institute (TRI),产业,0
sw-droid,DROID,数据集,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
sw-droid,DROID,数据集,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-droid,DROID,数据集,trained-on,sw-vjepa-2,V-JEPA 2,基础模型,1
sw-droid,DROID,数据集,related,a2,Franka Emika Panda,机械臂,0
sw-bridgedata-v2,BridgeData V2,数据集,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
sw-bridgedata-v2,BridgeData V2,数据集,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-bridgedata-v2,BridgeData V2,数据集,related,sw-fmb,FMB (Functional Manipulation Benchmark dataset),数据集,0
sw-bridgedata-v2,BridgeData V2,数据集,related,d2,GELLO Arm,数采 & 遥操,0
sw-mobile-aloha,Mobile ALOHA Dataset,数据集,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-mobile-aloha,Mobile ALOHA Dataset,数据集,related,sw-roboturk,RoboTurk,数据集,0
sw-agibot-world,AgiBot World (Colosseo),数据集,manufacturer,ind-agibot,AgiBot (智元机器人),产业,0
sw-agibot-world,AgiBot World (Colosseo),数据集,affiliated-with,lab-shanghai-ailab,Shanghai AI Lab — Embodied AI Center 上海人工智能实验室,实验室,0
sw-agibot-world,AgiBot World (Colosseo),数据集,trained-on,sw-agibot-go1,AgiBot GO-1 (Genie Operator-1),基础模型,1
sw-agibot-world,AgiBot World (Colosseo),数据集,related,h29,DEXTEROUS HAND,灵巧手 & 夹爪,0
sw-rh20t,RH20T,数据集,affiliated-with,stg-lab-sjtu,SJTU 上海交通大学,实验室,0
sw-robomind,RoboMIND,数据集,affiliated-with,stg-lab-baai,BAAI 北京智源人工智能研究院,实验室,0
sw-robovqa,RoboVQA,数据集,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-robovqa,RoboVQA,数据集,related,sw7,Open X-Embodiment,数据集,0
sw-robovqa,RoboVQA,数据集,related,h4,HUMA,灵巧手 & 夹爪,0
sw-robonet,RoboNet,数据集,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
sw-robonet,RoboNet,数据集,affiliated-with,lab-cmu-ri,CMU Robotics Institute,实验室,0
sw-robonet,RoboNet,数据集,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-robonet,RoboNet,数据集,affiliated-with,lab-upenn-grasp,UPenn GRASP Lab,实验室,0
sw-roboturk,RoboTurk,数据集,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-roboturk,RoboTurk,数据集,related,sw-mobile-aloha,Mobile ALOHA Dataset,数据集,0
sw-language-table,Language Table,数据集,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-bc-z,BC-Z Dataset,数据集,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-bc-z,BC-Z Dataset,数据集,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
sw-bc-z,BC-Z Dataset,数据集,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-fmb,FMB (Functional Manipulation Benchmark dataset),数据集,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
sw-fmb,FMB (Functional Manipulation Benchmark dataset),数据集,related,sw-bridgedata-v2,BridgeData V2,数据集,0
sw-fmb,FMB (Functional Manipulation Benchmark dataset),数据集,related,a2,Franka Emika Panda,机械臂,0
sw-berkeley-ur5,Berkeley UR5 Demonstration Dataset,数据集,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
sw-maniskill3,ManiSkill3,评测基准,related,sw-sapien,SAPIEN,仿真平台,0
sw-maniskill2,ManiSkill2,评测基准,related,sw-sapien,SAPIEN,仿真平台,0
sw-meta-world,Meta-World,评测基准,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-meta-world,Meta-World,评测基准,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
sw-meta-world,Meta-World,评测基准,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-meta-world,Meta-World,评测基准,related,sw6,MuJoCo,仿真平台,0
sw-robocasa,RoboCasa,评测基准,manufacturer,ind1,NVIDIA Robotics,产业,0
sw-robocasa,RoboCasa,评测基准,related,sw6,MuJoCo,仿真平台,0
sw-robocasa,RoboCasa,评测基准,related,sw-robosuite,robosuite,算法框架,0
sw-calvin,CALVIN,评测基准,related,sw-pybullet,PyBullet (Bullet),仿真平台,0
sw-calvin,CALVIN,评测基准,related,f128,IRON,整机平台,0
sw-libero,LIBERO,评测基准,related,sw6,MuJoCo,仿真平台,0
sw-libero,LIBERO,评测基准,related,sw-robosuite,robosuite,算法框架,0
sw-rlbench,RLBench,评测基准,affiliated-with,lab-imperial-prl,Imperial College Personal Robotics Lab,实验室,0
sw-rlbench,RLBench,评测基准,related,sw-coppeliasim,CoppeliaSim,仿真平台,0
sw-behavior-1k,BEHAVIOR-1K,评测基准,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-furniturebench,FurnitureBench,评测基准,affiliated-with,lab-kaist-hubo,KAIST HUBO Lab,实验室,0
sw-furniturebench,FurnitureBench,评测基准,affiliated-with,lab-usc-lira,USC LIRA Lab (Learning & Interactive Robot Autonomy),实验室,0
sw-simplerenv,SimplerEnv (SIMPLER),评测基准,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-simplerenv,SimplerEnv (SIMPLER),评测基准,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
sw-simplerenv,SimplerEnv (SIMPLER),评测基准,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-simplerenv,SimplerEnv (SIMPLER),评测基准,related,sw-sapien,SAPIEN,仿真平台,0
sw-roboarena,RoboArena,评测基准,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
sw-roboarena,RoboArena,评测基准,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-roboeval,RoboEval,评测基准,manufacturer,ind1,NVIDIA Robotics,产业,0
sw-habitat2,Habitat 2.0 (HAB),评测基准,affiliated-with,lab-gatech-irim,Georgia Tech IRIM,实验室,0
sw-eureka,Eureka,评测基准,manufacturer,ind1,NVIDIA Robotics,产业,0
sw-eureka,Eureka,评测基准,affiliated-with,lab-upenn-grasp,UPenn GRASP Lab,实验室,0
sw-eureka,Eureka,评测基准,related,sw3,Isaac Lab,算法框架,0
sw-gensim,GenSim,评测基准,affiliated-with,lab-mit-csail,MIT CSAIL,实验室,0
sw-gensim,GenSim,评测基准,affiliated-with,lab-tsinghua-tea,Tsinghua Embodied AI Lab (TEA Lab),实验室,0
sw-gensim,GenSim,评测基准,related,sw-pybullet,PyBullet (Bullet),仿真平台,0
sw-robogen,RoboGen,评测基准,affiliated-with,lab-cmu-ri,CMU Robotics Institute,实验室,0
sw-robogen,RoboGen,评测基准,affiliated-with,lab-mit-csail,MIT CSAIL,实验室,0
sw-robogen,RoboGen,评测基准,affiliated-with,lab-tsinghua-tea,Tsinghua Embodied AI Lab (TEA Lab),实验室,0
sw-rt2,RT-2,基础模型,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-rt2,RT-2,基础模型,competitor,sw-genie-2,Genie 2,基础模型,0
sw-rt2,RT-2,基础模型,competitor,sw-genie-3,Genie 3,基础模型,0
sw-rt2,RT-2,基础模型,competitor,sw-robocat,RoboCat,基础模型,0
sw-rt2,RT-2,基础模型,competitor,sw-sara-rt,SARA-RT,基础模型,0
sw-rt2,RT-2,基础模型,series-member,sw2,RT-X,基础模型,0
sw-pi0,π0 (Pi-Zero),基础模型,manufacturer,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
sw-pi0,π0 (Pi-Zero),基础模型,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
sw-pi0,π0 (Pi-Zero),基础模型,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-pi0,π0 (Pi-Zero),基础模型,series-member,sw-pi0-fast,π0-FAST,基础模型,0
sw-pi0,π0 (Pi-Zero),基础模型,series-member,sw-pi05,π0.5,基础模型,0
sw-pi05,π0.5,基础模型,manufacturer,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
sw-pi05,π0.5,基础模型,series-member,sw-pi0,π0 (Pi-Zero),基础模型,0
sw-pi05,π0.5,基础模型,series-member,sw-pi0-fast,π0-FAST,基础模型,0
sw-octo,Octo,基础模型,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-octo,Octo,基础模型,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
sw-octo,Octo,基础模型,affiliated-with,lab-cmu-ri,CMU Robotics Institute,实验室,0
sw-octo,Octo,基础模型,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-octo,Octo,基础模型,trained-on,sw7,Open X-Embodiment,数据集,0
sw-gr1,GR-1,基础模型,series-member,sw-gr2,GR-2,基础模型,0
sw-gr2,GR-2,基础模型,series-member,sw-gr1,GR-1,基础模型,0
sw-helix,Helix,基础模型,manufacturer,ind-figure,Figure AI,产业,0
sw-palm-e,PaLM-E,基础模型,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-robocat,RoboCat,基础模型,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-robocat,RoboCat,基础模型,competitor,sw-genie-2,Genie 2,基础模型,0
sw-robocat,RoboCat,基础模型,competitor,sw-genie-3,Genie 3,基础模型,0
sw-robocat,RoboCat,基础模型,competitor,sw-rt2,RT-2,基础模型,0
sw-robocat,RoboCat,基础模型,competitor,sw-sara-rt,SARA-RT,基础模型,0
sw-robocat,RoboCat,基础模型,competitor,sw2,RT-X,基础模型,0
sw-vima,VIMA,基础模型,manufacturer,ind1,NVIDIA Robotics,产业,0
sw-vima,VIMA,基础模型,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-vima,VIMA,基础模型,affiliated-with,lab1,Stanford AI Lab,实验室,0
sw-roboflamingo,RoboFlamingo,基础模型,affiliated-with,lab-tsinghua-tea,Tsinghua Embodied AI Lab (TEA Lab),实验室,0
sw-bcz-fm,BC-Z (Model),基础模型,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-bcz-fm,BC-Z (Model),基础模型,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
sw-bcz-fm,BC-Z (Model),基础模型,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-groot-n1,GR00T N1,基础模型,manufacturer,ind1,NVIDIA Robotics,产业,0
sw-groot-n1,GR00T N1,基础模型,competitor,sw-cosmos-predict,Cosmos Predict (World Foundation Model),基础模型,0
sw-groot-n1,GR00T N1,基础模型,competitor,sw-cosmos-reason,Cosmos Reason,基础模型,0
sw-groot-n1,GR00T N1,基础模型,series-member,sw-groot-n1-5,GR00T N1.5,基础模型,0
sw-groot-n1,GR00T N1,基础模型,related,h4,HUMA,灵巧手 & 夹爪,0
sw-cogact,CogACT,基础模型,affiliated-with,lab-tsinghua-tea,Tsinghua Embodied AI Lab (TEA Lab),实验室,0
sw-cogact,CogACT,基础模型,affiliated-with,stg-lab-msra,MSRA 微软亚洲研究院,实验室,0
sw-cogact,CogACT,基础模型,trained-on,sw7,Open X-Embodiment,数据集,0
sw-rdt-1b,RDT-1B,基础模型,affiliated-with,lab-tsinghua-tea,Tsinghua Embodied AI Lab (TEA Lab),实验室,0
sw-sara-rt,SARA-RT,基础模型,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-sara-rt,SARA-RT,基础模型,competitor,sw-genie-2,Genie 2,基础模型,0
sw-sara-rt,SARA-RT,基础模型,competitor,sw-genie-3,Genie 3,基础模型,0
sw-sara-rt,SARA-RT,基础模型,competitor,sw-robocat,RoboCat,基础模型,0
sw-sara-rt,SARA-RT,基础模型,competitor,sw-rt2,RT-2,基础模型,0
sw-sara-rt,SARA-RT,基础模型,competitor,sw2,RT-X,基础模型,0
sw-ros2-control-framework,ros2_control (Framework),算法框架,manufacturer,ind-pal-robotics,PAL Robotics,产业,0
sw-robosuite,robosuite,算法框架,tech-base,sw6,MuJoCo,仿真平台,0
sw-robosuite,robosuite,算法框架,related,sw-libero,LIBERO,评测基准,0
sw-robosuite,robosuite,算法框架,related,sw-robocasa,RoboCasa,评测基准,0
sw-mjpc,MuJoCo MPC (MJPC),算法框架,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-mjpc,MuJoCo MPC (MJPC),算法框架,tech-base,sw6,MuJoCo,仿真平台,0
sw-polymetis,Polymetis,算法框架,related,a2,Franka Emika Panda,机械臂,0
sw-cosmos-predict,Cosmos Predict (World Foundation Model),基础模型,manufacturer,ind1,NVIDIA Robotics,产业,0
sw-cosmos-predict,Cosmos Predict (World Foundation Model),基础模型,series-member,sw-cosmos-reason,Cosmos Reason,基础模型,0
sw-cosmos-predict,Cosmos Predict (World Foundation Model),基础模型,competitor,sw-groot-n1,GR00T N1,基础模型,0
sw-cosmos-predict,Cosmos Predict (World Foundation Model),基础模型,competitor,sw-groot-n1-5,GR00T N1.5,基础模型,0
sw-cosmos-reason,Cosmos Reason,基础模型,manufacturer,ind1,NVIDIA Robotics,产业,0
sw-cosmos-reason,Cosmos Reason,基础模型,series-member,sw-cosmos-predict,Cosmos Predict (World Foundation Model),基础模型,0
sw-cosmos-reason,Cosmos Reason,基础模型,competitor,sw-groot-n1,GR00T N1,基础模型,0
sw-cosmos-reason,Cosmos Reason,基础模型,competitor,sw-groot-n1-5,GR00T N1.5,基础模型,0
sw-cosmos-transfer,Cosmos Transfer,仿真平台,manufacturer,ind1,NVIDIA Robotics,产业,0
sw-cosmos-transfer,Cosmos Transfer,仿真平台,competitor,sw5,Isaac Sim,仿真平台,0
sw-genie-2,Genie 2,基础模型,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-genie-2,Genie 2,基础模型,competitor,sw-robocat,RoboCat,基础模型,0
sw-genie-2,Genie 2,基础模型,competitor,sw-rt2,RT-2,基础模型,0
sw-genie-2,Genie 2,基础模型,competitor,sw-sara-rt,SARA-RT,基础模型,0
sw-genie-2,Genie 2,基础模型,competitor,sw2,RT-X,基础模型,0
sw-genie-3,Genie 3,基础模型,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-genie-3,Genie 3,基础模型,competitor,sw-robocat,RoboCat,基础模型,0
sw-genie-3,Genie 3,基础模型,competitor,sw-rt2,RT-2,基础模型,0
sw-genie-3,Genie 3,基础模型,competitor,sw-sara-rt,SARA-RT,基础模型,0
sw-genie-3,Genie 3,基础模型,competitor,sw2,RT-X,基础模型,0
sw-vjepa-2,V-JEPA 2,基础模型,trained-on,sw-droid,DROID,数据集,0
sw-dreamerv3,DreamerV3,基础模型,manufacturer,ind-deepmind-robotics,Google DeepMind Robotics,产业,0
sw-dreamerv3,DreamerV3,基础模型,deployed-at,f128,IRON,整机平台,0
sw-1x-world-model,1X World Model,基础模型,manufacturer,ind-1x,1X Technologies,产业,0
sw-1x-world-model,1X World Model,基础模型,related,h4,HUMA,灵巧手 & 夹爪,0
sw-pi0-fast,π0-FAST,基础模型,manufacturer,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
sw-pi0-fast,π0-FAST,基础模型,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
sw-pi0-fast,π0-FAST,基础模型,affiliated-with,lab-sail,Stanford SAIL,实验室,0
sw-pi0-fast,π0-FAST,基础模型,series-member,sw-pi0,π0 (Pi-Zero),基础模型,0
sw-pi0-fast,π0-FAST,基础模型,series-member,sw-pi05,π0.5,基础模型,0
sw-groot-n1-5,GR00T N1.5,基础模型,manufacturer,ind1,NVIDIA Robotics,产业,0
sw-groot-n1-5,GR00T N1.5,基础模型,competitor,sw-cosmos-predict,Cosmos Predict (World Foundation Model),基础模型,0
sw-groot-n1-5,GR00T N1.5,基础模型,competitor,sw-cosmos-reason,Cosmos Reason,基础模型,0
sw-groot-n1-5,GR00T N1.5,基础模型,series-member,sw-groot-n1,GR00T N1,基础模型,0
sw-groot-n1-5,GR00T N1.5,基础模型,related,h4,HUMA,灵巧手 & 夹爪,0
sw-agibot-go1,AgiBot GO-1 (Genie Operator-1),基础模型,manufacturer,ind-agibot,AgiBot (智元机器人),产业,0
sw-agibot-go1,AgiBot GO-1 (Genie Operator-1),基础模型,trained-on,sw-agibot-world,AgiBot World (Colosseo),数据集,0
sw-skild-brain,Skild Brain,基础模型,manufacturer,ind-skild,Skild AI,产业,0
sw-daydreamer,DayDreamer,基础模型,affiliated-with,lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,0
eco1,ROS 2,开发生态,related,f1,Memo,整机平台,0
eco1,ROS 2,开发生态,related,f2,Oli,整机平台,0
eco2,Foxglove Studio,开发生态,related,eco1,ROS 2,开发生态,0
app1,Smart Factory,应用场景,deployed-at,f4,Optimus Gen 2,整机平台,1
app1,Smart Factory,应用场景,deployed-at,a1,UR10e,机械臂,1
app2,Logistics Warehouse,应用场景,deployed-at,f1,Memo,整机平台,1
eco-micro-ros,micro-ROS,开发生态,related,eco-fast-dds,Fast DDS,开发生态,0
eco-rviz2,RViz2,开发生态,related,eco-colcon,colcon,开发生态,0
eco-rviz2,RViz2,开发生态,related,eco-gazebo-sim,Gazebo Sim (formerly Ignition),开发生态,0
eco-rviz2,RViz2,开发生态,related,eco-ros-gz,ros_gz (ROS - Gazebo bridge),开发生态,0
eco-rviz2,RViz2,开发生态,related,eco-urdf,URDF / xacro,开发生态,0
eco-fast-dds,Fast DDS,开发生态,related,eco-micro-ros,micro-ROS,开发生态,0
eco-urdf,URDF / xacro,开发生态,related,eco-colcon,colcon,开发生态,0
eco-urdf,URDF / xacro,开发生态,related,eco-gazebo-sim,Gazebo Sim (formerly Ignition),开发生态,0
eco-urdf,URDF / xacro,开发生态,related,eco-ros-gz,ros_gz (ROS - Gazebo bridge),开发生态,0
eco-urdf,URDF / xacro,开发生态,related,eco-rviz2,RViz2,开发生态,0
eco-gazebo-sim,Gazebo Sim (formerly Ignition),开发生态,related,eco-colcon,colcon,开发生态,0
eco-gazebo-sim,Gazebo Sim (formerly Ignition),开发生态,related,eco-ros-gz,ros_gz (ROS - Gazebo bridge),开发生态,0
eco-gazebo-sim,Gazebo Sim (formerly Ignition),开发生态,related,eco-rviz2,RViz2,开发生态,0
eco-gazebo-sim,Gazebo Sim (formerly Ignition),开发生态,related,eco-urdf,URDF / xacro,开发生态,0
eco-ros-gz,ros_gz (ROS - Gazebo bridge),开发生态,related,eco-colcon,colcon,开发生态,0
eco-ros-gz,ros_gz (ROS - Gazebo bridge),开发生态,related,eco-gazebo-sim,Gazebo Sim (formerly Ignition),开发生态,0
eco-ros-gz,ros_gz (ROS - Gazebo bridge),开发生态,related,eco-rviz2,RViz2,开发生态,0
eco-ros-gz,ros_gz (ROS - Gazebo bridge),开发生态,related,eco-urdf,URDF / xacro,开发生态,0
eco-colcon,colcon,开发生态,related,eco-gazebo-sim,Gazebo Sim (formerly Ignition),开发生态,0
eco-colcon,colcon,开发生态,related,eco-ros-gz,ros_gz (ROS - Gazebo bridge),开发生态,0
eco-colcon,colcon,开发生态,related,eco-rviz2,RViz2,开发生态,0
eco-colcon,colcon,开发生态,related,eco-urdf,URDF / xacro,开发生态,0
app-warehouse,Warehouse Fulfillment,应用场景,deployed-at,ind-agility,Agility Robotics,产业,1
app-warehouse,Warehouse Fulfillment,应用场景,deployed-at,ind-booster,Booster Robotics,产业,1
app-warehouse,Warehouse Fulfillment,应用场景,deployed-at,ind-deepmind-robotics,Google DeepMind Robotics,产业,1
app-warehouse,Warehouse Fulfillment,应用场景,deployed-at,ind-hello-robot,Hello Robot,产业,1
app-warehouse,Warehouse Fulfillment,应用场景,deployed-at,arm-elite-cs66,Elite Robots CS66,机械臂,1
app-warehouse,Warehouse Fulfillment,应用场景,deployed-at,arm-elite-ec66,Elite Robots EC66,机械臂,1
app-humanoid-manufacturing,Humanoid Manufacturing Assembly,应用场景,deployed-at,ind-apptronik,Apptronik,产业,1
app-humanoid-manufacturing,Humanoid Manufacturing Assembly,应用场景,deployed-at,ind-figure,Figure AI,产业,1
app-humanoid-manufacturing,Humanoid Manufacturing Assembly,应用场景,deployed-at,f104,FIGURE 03,整机平台,1
